input_size,kernel_size,bias,stride,padding,dilation,groups,time_cost
"[1, 64, 202, 192]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011298656463623047
"[1, 256, 17, 13]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011103153228759766
"[2, 512, 42, 25]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.02013850212097168
"[32, 256, 12, 40]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.015071630477905273
"[2, 256, 200, 280]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004827022552490234
"[2, 128, 64, 64]","[64, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0030622482299804688
"[1, 256, 6, 11]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0030171871185302734
"[1, 512, 35, 30]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0390782356262207
"[1, 96, 112, 208]","[96, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[96],0.0033266544342041016
"[2, 1024, 68, 50]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.03418469429016113
"[1, 256, 84, 48]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0032835006713867188
"[2, 256, 50, 84]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0019061565399169922
"[1, 1024, 50, 80]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.006196260452270508
"[4, 576, 14, 14]","[576, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[576],0.0018935203552246094
"[1, 96, 16, 24]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0038268566131591797
"[4, 160, 56, 56]","[128, 160, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016739368438720703
"[1, 512, 100, 136]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027511119842529297
"[4, 1024, 14, 14]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.011652946472167969
"[2, 256, 50, 70]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.002111673355102539
"[2, 768, 32, 32]","[768, 768, 1, 1]",[768],"[1, 1]","[0, 0]","[1, 1]",[1],0.01198267936706543
"[2, 256, 100, 156]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.012732982635498047
"[2, 256, 42, 25]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.006759166717529297
"[2, 256, 168, 100]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013326406478881836
"[2, 1024, 50, 68]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.006115436553955078
"[2, 512, 64, 64]","[512, 512, 3, 3]",[False],"[1, 1]","[4, 4]","[4, 4]",[1],0.03607058525085449
"[1, 256, 100, 160]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.002687215805053711
"[4, 48, 112, 112]","[48, 48, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0015044212341308594
"[1, 256, 38, 25]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011592388153076172
"[1, 256, 100, 152]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.006686210632324219
"[4, 256, 14, 14]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011075973510742188
"[1, 256, 200, 320]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011428594589233398
"[2, 256, 25, 42]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0066432952880859375
"[4, 240, 29, 29]","[240, 1, 3, 3]",[False],"[2, 2]","[0, 0]","[1, 1]",[240],0.0017981529235839844
"[1, 96, 14, 26]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.0029478073120117188
"[2, 512, 8, 8]","[1024, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.07747030258178711
"[4, 64, 160, 160]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00679779052734375
"[1, 64, 175, 152]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016028881072998047
"[2, 2048, 42, 25]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017945528030395508
"[32, 64, 16, 12]","[256, 64, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.006550312042236328
"[1, 256, 50, 76]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011113405227661133
"[2, 1024, 68, 50]","[512, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011576652526855469
"[1, 512, 69, 60]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004730939865112305
"[1, 144, 80, 104]","[144, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[144],0.0010919570922851562
"[2, 512, 64, 64]","[512, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00562286376953125
"[2, 2048, 64, 64]","[512, 2048, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.14886188507080078
"[32, 128, 300, 17]","[128, 128, 9, 1]",[128],"[2, 1]","[4, 0]","[1, 1]",[1],0.016285419464111328
"[1, 576, 16, 24]","[576, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[576],0.0015079975128173828
"[1, 512, 84, 97]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003794431686401367
"[2, 2048, 25, 38]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01933002471923828
"[2, 512, 152, 100]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0063021183013916016
"[1, 576, 20, 26]","[576, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[576],0.001115560531616211
"[1, 512, 42, 24]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01986217498779297
"[1, 512, 25, 37]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.018079042434692383
"[4, 128, 56, 56]","[128, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0029985904693603516
"[2, 256, 9, 7]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01081991195678711
"[1, 256, 13, 17]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.013622522354125977
"[2, 1024, 16, 16]","[512, 1024, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.07085490226745605
"[2, 256, 64, 64]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00715184211730957
"[1, 32, 28, 52]","[192, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016634464263916016
"[1, 256, 152, 100]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.010733842849731445
"[2, 512, 128, 128]","[512, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005868673324584961
"[2, 1024, 68, 50]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.005677223205566406
"[1, 256, 84, 97]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.010367870330810547
"[1, 144, 96, 104]","[144, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[144],0.0012292861938476562
"[4, 3, 640, 640]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0010216236114501953
"[2, 256, 100, 152]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01018524169921875
"[1, 256, 272, 200]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01088857650756836
"[1, 192, 48, 52]","[32, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0012125968933105469
"[4, 58, 28, 28]","[58, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[58],0.0007386207580566406
"[1, 512, 25, 40]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.017922639846801758
"[1, 256, 200, 304]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002169370651245117
"[4, 640, 14, 14]","[128, 640, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0029354095458984375
"[2, 256, 7, 9]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004487037658691406
"[2, 256, 64, 64]","[256, 256, 3, 3]",[False],"[1, 1]","[2, 2]","[2, 2]",[1],0.013604402542114258
"[1, 256, 84, 48]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013224124908447266
"[2, 1024, 50, 78]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.033455848693847656
"[1, 64, 235, 176]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0036661624908447266
"[4, 128, 80, 80]","[256, 128, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0015728473663330078
"[2, 3, 800, 1120]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0010759830474853516
"[1, 256, 136, 100]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.011849641799926758
"[1, 2048, 25, 38]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.019107580184936523
"[1, 256, 336, 192]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005150794982910156
"[2, 256, 25, 35]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011883258819580078
"[1, 256, 25, 34]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.014325141906738281
"[2, 64, 272, 200]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019030570983886719
"[1, 96, 12, 13]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.003017902374267578
"[1, 128, 202, 192]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.004578351974487305
"[1, 1024, 50, 76]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.011994600296020508
"[2, 64, 272, 200]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0016722679138183594
"[4, 256, 28, 28]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.010448932647705078
"[4, 1152, 9, 9]","[1152, 1, 3, 3]",[False],"[1, 1]","[0, 0]","[1, 1]",[1152],0.002557039260864258
"[2, 256, 25, 34]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014853477478027344
"[4, 32, 112, 112]","[16, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0008184909820556641
"[1, 1024, 84, 48]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007181644439697266
"[1, 256, 13, 20]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014119148254394531
"[1, 256, 25, 34]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.012230396270751953
"[48, 256, 14, 14]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01283574104309082
"[1, 256, 100, 152]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0069925785064697266
"[1, 256, 304, 200]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0034110546112060547
"[1, 256, 100, 160]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.010453939437866211
"[2, 512, 25, 34]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03801131248474121
"[1, 512, 25, 38]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.04658699035644531
"[1, 256, 208, 200]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004278659820556641
"[1, 256, 42, 24]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.011280059814453125
"[1, 2048, 38, 25]","[256, 2048, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.0753943920135498
"[2, 2048, 42, 25]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.014338016510009766
"[1, 144, 56, 104]","[24, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016248226165771484
"[1, 258, 52, 50]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013129234313964844
"[1, 576, 8, 12]","[160, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0031757354736328125
"[4, 512, 14, 14]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.038121938705444336
"[1, 64, 192, 240]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0035703182220458984
"[4, 116, 14, 14]","[116, 116, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017914772033691406
"[2, 256, 200, 336]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0018568038940429688
"[2, 768, 16, 16]","[768, 768, 3, 3]",[768],"[1, 1]","[1, 1]","[1, 1]",[1],0.08645415306091309
"[1, 256, 100, 136]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.016791582107543945
"[8, 256, 64, 48]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0042264461517333984
"[1, 96, 7, 13]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.002978801727294922
"[1, 96, 14, 26]","[96, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013308525085449219
"[2, 2048, 25, 38]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.010069847106933594
"[2, 64, 64, 64]","[128, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004415035247802734
"[2, 128, 64, 64]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0037436485290527344
"[2, 256, 19, 13]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013725996017456055
"[32, 256, 28, 28]","[80, 256, 1, 1]",[80],"[1, 1]","[0, 0]","[1, 1]",[1],0.0020759105682373047
"[2, 256, 13, 17]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013446807861328125
"[1, 96, 7, 13]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0038518905639648438
"[2, 256, 64, 64]","[150, 256, 1, 1]",[150],"[1, 1]","[0, 0]","[1, 1]",[1],0.001699209213256836
"[4, 144, 56, 56]","[24, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002231597900390625
"[1, 144, 32, 48]","[32, 144, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002290964126586914
"[2, 256, 7, 11]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.005846738815307617
"[1, 258, 100, 136]","[256, 258, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013115406036376953
"[1, 64, 272, 200]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002722501754760742
"[1, 256, 136, 100]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.011360645294189453
"[4, 256, 56, 56]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016338825225830078
"[1, 256, 19, 13]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0032138824462890625
"[2, 2048, 64, 64]","[2048, 1, 3, 3]",[False],"[1, 1]","[36, 36]","[36, 36]",[2048],0.00497889518737793
"[1, 512, 25, 40]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.03642392158508301
"[2, 256, 10, 7]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.003377199172973633
"[33, 256, 14, 14]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.013947725296020508
"[4, 96, 28, 28]","[192, 96, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0046138763427734375
"[1, 128, 82, 80]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0038111209869384766
"[1, 128, 28, 52]","[96, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00197601318359375
"[1, 96, 200, 272]","[256, 96, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.00167083740234375
"[4, 3, 224, 224]","[768, 3, 16, 16]",[768],"[16, 16]","[0, 0]","[1, 1]",[1],0.011837244033813477
"[1, 3, 256, 384]","[32, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0009601116180419922
"[1, 512, 88, 91]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002713441848754883
"[1, 512, 22, 19]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.01954054832458496
"[4, 192, 7, 7]","[1152, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008077859878540039
"[2, 768, 32, 32]","[512, 768, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.007669210433959961
"[32, 64, 300, 17]","[192, 64, 1, 1]",[192],"[1, 1]","[0, 0]","[1, 1]",[1],0.0015189647674560547
"[1, 384, 14, 26]","[384, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[384],0.0008022785186767578
"[1, 256, 30, 35]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005383014678955078
"[4, 144, 58, 58]","[144, 1, 3, 3]",[False],"[1, 1]","[0, 0]","[1, 1]",[144],0.0013344287872314453
"[1, 128, 168, 193]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.005334615707397461
"[8, 512, 32, 24]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003663301467895508
"[2, 256, 50, 70]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0022542476654052734
"[2, 512, 100, 140]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.004857778549194336
"[4, 256, 56, 56]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003661632537841797
"[1, 256, 36, 36]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012230873107910156
"[1, 256, 96, 168]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.01048731803894043
"[2, 256, 50, 84]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0061702728271484375
"[1, 96, 32, 48]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.004407167434692383
"[32, 128, 150, 17]","[768, 128, 1, 1]",[768],"[1, 1]","[0, 0]","[1, 1]",[1],0.0038826465606689453
"[2, 2048, 25, 39]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.011722564697265625
"[1, 64, 272, 200]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010890960693359375
"[4, 576, 7, 7]","[160, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002772808074951172
"[1, 256, 100, 152]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.026614665985107422
"[1, 256, 50, 74]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0027167797088623047
"[1, 3, 672, 769]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0015316009521484375
"[1, 96, 14, 26]","[576, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0019049644470214844
"[2, 512, 64, 64]","[1024, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.012368440628051758
"[1, 512, 152, 100]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.009655952453613281
"[4, 1152, 1, 1]","[48, 1152, 1, 1]",[48],"[1, 1]","[0, 0]","[1, 1]",[1],0.003273487091064453
"[1, 256, 13, 19]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.001668691635131836
"[1, 576, 20, 26]","[576, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[576],0.0015156269073486328
"[2, 256, 34, 25]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0050809383392333984
"[1, 512, 168, 96]","[1024, 512, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011873960494995117
"[1, 256, 13, 17]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0014309883117675781
"[4, 10, 1, 1]","[240, 10, 1, 1]",[240],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010399818420410156
"[1, 256, 84, 48]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.004735231399536133
"[4, 480, 16, 16]","[480, 1, 3, 3]",[False],"[1, 1]","[0, 0]","[1, 1]",[480],0.001737356185913086
"[2, 64, 200, 312]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0030891895294189453
"[4, 24, 56, 56]","[58, 24, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0013899803161621094
"[2, 256, 50, 84]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.005241870880126953
"[2, 64, 200, 272]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0026493072509765625
"[8, 512, 16, 12]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.04085397720336914
"[1, 1024, 68, 50]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.037062644958496094
"[1, 32, 128, 192]","[32, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[32],0.002489328384399414
"[32, 256, 24, 80]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014705896377563477
"[1, 256, 42, 24]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.014153242111206055
"[1, 256, 7, 9]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0014183521270751953
"[1, 1024, 19, 19]","[486, 1024, 3, 3]",[486],"[1, 1]","[1, 1]","[1, 1]",[1],0.06825590133666992
"[1, 256, 168, 96]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.010085821151733398
"[1, 256, 76, 50]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.005202770233154297
"[1, 256, 96, 120]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.012017965316772461
"[1, 128, 272, 200]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.006700992584228516
"[48, 128, 28, 28]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00745844841003418
"[2, 256, 42, 25]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.011957883834838867
"[1, 512, 84, 48]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.03911542892456055
"[1, 960, 10, 13]","[160, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.008512020111083984
"[32, 128, 16, 12]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.00478816032409668
"[1, 512, 118, 88]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.004188060760498047
"[1, 2048, 25, 34]","[256, 2048, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.012195110321044922
"[1, 256, 13, 17]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.010236978530883789
"[1, 32, 192, 208]","[16, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010991096496582031
"[2, 256, 304, 200]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.003507852554321289
"[1, 128, 200, 320]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.006293535232543945
"[1, 256, 100, 152]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.001871347427368164
"[4, 128, 112, 112]","[256, 128, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0014185905456542969
"[2, 256, 7, 10]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011620521545410156
"[2, 512, 152, 100]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0023970603942871094
"[1, 256, 13, 20]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.013445138931274414
"[2, 256, 25, 38]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.01319742202758789
"[2, 256, 336, 200]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0036606788635253906
"[1, 256, 101, 96]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.010696172714233398
"[1, 256, 50, 74]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012520313262939453
"[2, 256, 50, 78]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.014029741287231445
